run_id,run_id,dataset_name,automodel_name,num_parameters_tuned,s3_bucket,per_device_train_batch_size,learning_rate,epochs,instance_type,num_gpus,global_batch_size,num_steps,hourly_price,volume_size,parallel_enabled,num_nodes,dataset_size,train_time,f1,billable_seconds,cost
22,22,amazon_polarity,distilbert-base-uncased,66955010,hf-benchmarking-samstu,32,0.000283,3.0,ml.p3.16xlarge,32,1024,2637.0,28.152,30,True,4,1000000,,,,
