run_id,run_id,dataset_name,automodel_name,num_parameters_tuned,s3_bucket,per_device_train_batch_size,learning_rate,epochs,instance_type,num_gpus,global_batch_size,num_steps,hourly_price,volume_size,parallel_enabled,num_nodes,dataset_size,train_time,f1,billable_seconds,cost
15,15,amazon_polarity,distilbert-base-uncased,66955010,hf-benchmarking-samstu,32,5e-05,5.0,ml.p3.8xlarge,4,128,21094.0,14.688,1024,False,1,600000,,,,
